;(flair-tagged) sentence;;spaCy - flair;;stanza - flair;;stanza - spaCy
916;['There_PRON', 'was_VERB', 'nothing_NOUN', 'very_ADV', 'cheerful_ADJ', 'in_ADP', 'the_DET', 'climate_NOUN', 'or_CCONJ', 'the_DET', 'town_NOUN', ',_PUNCT', 'and_CCONJ', 'yet_ADV', 'was_VERB', 'there_PRON', 'an_DET', 'air_NOUN', 'of_ADP', 'cheerfulness_NOUN', 'abroad_ADV', 'that_ADP', 'the_DET', 'clearest_ADJ', 'summer_NOUN', 'air_NOUN', 'and_CCONJ', 'brightest_ADJ', 'summer_NOUN', 'sun_NOUN', 'might_AUX', 'have_VERB', 'endeavoured_VERB', 'to_PART', 'diffuse_VERB', 'in_ADP', 'vain_NOUN', '._PUNCT'];38;{'might_VERB', 'was_AUX', 'nothing_PRON', 'that_SCONJ', 'have_AUX'};38;{'vain_ADJ', 'nothing_PRON', 'yet_CCONJ', 'that_SCONJ', 'have_AUX'};38;{'was_AUX', 'might_VERB'}
917;"['For_ADP', ',_PUNCT', 'the_DET', 'people_NOUN', 'who_PRON', 'were_VERB', 'shovelling_VERB', 'away_ADV', 'on_ADP', 'the_DET', 'housetops_NOUN', 'were_VERB', 'jovial_ADJ', 'and_CCONJ', 'full_ADJ', 'of_ADP', 'glee_NOUN', ';_PUNCT', 'calling_VERB', 'out_ADP', 'to_ADP', 'one_NUM', 'another_DET', 'from_ADP', 'the_DET', 'parapets_NOUN', ',_PUNCT', 'and_CCONJ', 'now_ADV', 'and_CCONJ', 'then_ADV', 'exchanging_VERB', 'a_DET', 'facetious_ADJ', 'snowball_NOUN', '--_PUNCT', 'better-natured_ADJ', 'missile_NOUN', 'far_ADV', 'than_ADP', 'many_ADJ', 'a_DET', 'wordy_ADJ', 'jest_NOUN', '--_PUNCT', 'laughing_VERB', 'heartily_ADV', 'if_ADP', 'it_PRON', 'went_VERB', 'right_ADJ', ',_PUNCT', 'and_CCONJ', 'not_ADV', 'less_ADV', 'heartily_ADV', 'if_ADP', 'it_PRON', 'went_VERB', 'wrong_ADJ', '._PUNCT']";61;{'if_SCONJ', 'were_AUX', 'not_PART', '-_PUNCT', 'than_SCONJ', 'better_ADJ', 'jovial_PROPN', 'housetops_PROPN', 'less_ADJ', 'natured_ADJ'};63;{'right_ADV', 'if_SCONJ', 'were_AUX', 'better_ADV', '-_PUNCT', 'nt_PART', 'we_PRON', 'many_DET', 'natured_ADJ'};65;{'not_PART', 'than_SCONJ', 'better_ADJ', 'jovial_PROPN', 'housetops_PROPN', 'less_ADJ'}
918;"['The_DET', ""poulterers'_ADJ"", 'shops_NOUN', 'were_VERB', 'still_ADV', 'half_ADV', 'open_ADJ', ',_PUNCT', 'and_CCONJ', 'the_DET', ""fruiterers'_NOUN"", 'were_VERB', 'radiant_ADJ', 'in_ADP', 'their_PRON', 'glory_NOUN', '._PUNCT']";17;"{'poulterers_NOUN', 'were_AUX', 'fruiterers_NOUN', 'their_DET', ""'_PART""}";19;"{'poulterers_NOUN', 'were_AUX', 'fruiterers_NOUN', ""'_PUNCT"", ""'_PART""}";19;{'their_DET'}
919;['There_PRON', 'were_VERB', 'great_ADJ', ',_PUNCT', 'round_ADJ', ',_PUNCT', 'pot-bellied_ADJ', 'baskets_NOUN', 'of_ADP', 'chestnuts_NOUN', ',_PUNCT', 'shaped_VERB', 'like_ADP', 'the_DET', 'waistcoats_NOUN', 'of_ADP', 'jolly_ADJ', 'old_ADJ', 'gentlemen_NOUN', ',_PUNCT', 'lolling_VERB', 'at_ADP', 'the_DET', 'doors_NOUN', ',_PUNCT', 'and_CCONJ', 'tumbling_VERB', 'out_ADP', 'into_ADP', 'the_DET', 'street_NOUN', 'in_ADP', 'their_PRON', 'apoplectic_ADJ', 'opulence_NOUN', '._PUNCT'];36;{'bellied_VERB', 'were_AUX', 'jolly_ADV', 'pot_NOUN', '-_PUNCT', 'round_NOUN', 'their_DET', 'like_SCONJ'};38;{'pot_NOUN', 'bellied_VERB', '-_PUNCT', 'round_NOUN'};38;{'like_SCONJ', 'were_AUX', 'their_DET', 'jolly_ADV'}
920;['There_PRON', 'were_VERB', 'ruddy_ADJ', ',_PUNCT', 'brown-faced_ADJ', ',_PUNCT', 'broad-girthed_ADJ', 'Spanish_ADJ', 'onions_NOUN', ',_PUNCT', 'shining_VERB', 'in_ADP', 'the_DET', 'fatness_NOUN', 'of_ADP', 'their_PRON', 'growth_NOUN', 'like_ADP', 'Spanish_PROPN', 'Friars_PROPN', ',_PUNCT', 'and_CCONJ', 'winking_VERB', 'from_ADP', 'their_PRON', 'shelves_NOUN', 'in_ADP', 'wanton_NOUN', 'slyness_NOUN', 'at_ADP', 'the_DET', 'girls_NOUN', 'as_ADP', 'they_PRON', 'went_VERB', 'by_ADV', ',_PUNCT', 'and_CCONJ', 'glanced_VERB', 'demurely_ADV', 'at_ADP', 'the_DET', 'hung-up_ADJ', 'mistletoe_NOUN', '._PUNCT'];45;{'wanton_PROPN', 'ruddy_NOUN', 'were_AUX', 'up_ADP', 'as_SCONJ', '-_PUNCT', 'girthed_VERB', 'their_DET', 'brown_PROPN', 'like_SCONJ', 'hung_VERB', 'faced_VERB', 'broad_ADV'};51;{'ruddy_NOUN', 'wanton_ADJ', 'up_ADP', 'as_SCONJ', '-_PUNCT', 'girthed_VERB', 'brown_ADJ', 'hung_NOUN', 'faced_VERB', 'broad_ADJ'};51;{'wanton_PROPN', 'were_AUX', 'their_DET', 'brown_PROPN', 'like_SCONJ', 'hung_VERB', 'broad_ADV'}
921;"['There_PRON', 'were_VERB', 'pears_NOUN', 'and_CCONJ', 'apples_NOUN', 'clustered_VERB', 'high_ADV', 'in_ADP', 'blooming_VERB', 'pyramids_NOUN', ';_PUNCT', 'there_PRON', 'were_VERB', 'bunches_NOUN', 'of_ADP', 'grapes_NOUN', ',_PUNCT', 'made_VERB', ',_PUNCT', 'in_ADP', 'the_DET', ""shopkeepers'_ADJ"", 'benevolence_NOUN', ',_PUNCT', 'to_PART', 'dangle_VERB', 'from_ADP', 'conspicuous_ADJ', 'hooks_NOUN', 'that_ADP', 'people_NOUN', ""'s_PART"", 'mouths_NOUN', 'might_AUX', 'water_VERB', 'gratis_NOUN', 'as_ADP', 'they_PRON', 'passed_VERB', ';_PUNCT', 'there_PRON', 'were_VERB', 'piles_NOUN', 'of_ADP', 'filberts_NOUN', ',_PUNCT', 'mossy_ADJ', 'and_CCONJ', 'brown_NOUN', ',_PUNCT', 'recalling_VERB', ',_PUNCT', 'in_ADP', 'their_PRON', 'fragrance_NOUN', ',_PUNCT', 'ancient_ADJ', 'walks_NOUN', 'among_ADP', 'the_DET', 'woods_NOUN', ',_PUNCT', 'and_CCONJ', 'pleasant_ADJ', 'shufflings_NOUN', 'ankle_ADJ', 'deep_ADV', 'through_ADP', 'withered_VERB', 'leaves_NOUN', ';_PUNCT', 'there_PRON', 'were_VERB', 'Norfolk_PROPN', 'Biffins_PROPN', ',_PUNCT', 'squab_ADJ', 'and_CCONJ', 'swarthy_ADJ', ',_PUNCT', 'setting_VERB', 'off_ADP', 'the_DET', 'yellow_NOUN', 'of_ADP', 'the_DET', 'oranges_NOUN', 'and_CCONJ', 'lemons_NOUN', ',_PUNCT', 'and_CCONJ', ',_PUNCT', 'in_ADP', 'the_DET', 'great_ADJ', 'compactness_NOUN', 'of_ADP', 'their_PRON', 'juicy_ADJ', 'persons_NOUN', ',_PUNCT', 'urgently_ADV', 'entreating_VERB', 'and_CCONJ', 'beseeching_VERB', 'to_PART', 'be_VERB', 'carried_VERB', 'home_ADV', 'in_ADP', 'paper_NOUN', 'bags_NOUN', ',_PUNCT', 'and_CCONJ', 'eaten_VERB', 'after_ADP', 'dinner_NOUN', '._PUNCT']";118;"{'were_AUX', 'squab_NOUN', 'be_AUX', 'as_SCONJ', 'ankle_VERB', 'their_DET', 'recalling_NOUN', ""'_PART"", 'brown_PROPN', 'water_NOUN', 'mossy_NOUN', 'shopkeepers_NOUN', 'that_SCONJ', 'withered_ADJ', 'might_VERB'}";119;"{'that_PRON', 'squab_NOUN', 'be_AUX', 'as_SCONJ', 'ankle_VERB', 'brown_ADJ', ""'_PART"", 'shopkeepers_NOUN', 'blooming_NOUN'}";119;{'were_AUX', 'their_DET', 'recalling_NOUN', 'brown_PROPN', 'water_NOUN', 'mossy_NOUN', 'that_SCONJ', 'withered_ADJ', 'might_VERB'}
922;"['The_DET', 'very_ADV', 'gold_ADJ', 'and_CCONJ', 'silver_ADJ', 'fish_NOUN', ',_PUNCT', 'set_VERB', 'forth_ADP', 'among_ADP', 'these_DET', 'choice_NOUN', 'fruits_NOUN', 'in_ADP', 'a_DET', 'bowl_NOUN', ',_PUNCT', 'though_ADP', 'members_NOUN', 'of_ADP', 'a_DET', 'dull_ADJ', 'and_CCONJ', 'stagnant-blooded_ADJ', 'race_NOUN', ',_PUNCT', 'appeared_VERB', 'to_PART', 'know_VERB', 'that_ADP', 'there_PRON', 'was_VERB', 'something_NOUN', 'going_VERB', 'on_ADP', ';_PUNCT', 'and_CCONJ', ',_PUNCT', 'to_ADP', 'a_DET', 'fish_NOUN', ',_PUNCT', 'went_VERB', 'gasping_VERB', 'round_ADV', 'and_CCONJ', 'round_ADP', 'their_PRON', 'little_ADJ', 'world_NOUN', 'in_ADP', 'slow_ADJ', 'and_CCONJ', 'passionless_ADJ', 'excitement_NOUN', '._PUNCT']";56;{'very_ADJ', 'silver_NOUN', 'round_VERB', 'blooded_ADJ', 'something_PRON', '-_PUNCT', 'was_AUX', 'their_DET', 'stagnant_ADJ', 'gasping_NOUN', 'gold_NOUN', 'though_SCONJ', 'that_SCONJ'};58;{'round_VERB', 'something_PRON', '-_PUNCT', 'forth_ADV', 'nt_PART', 'stagnant_ADJ', 'blooded_VERB', 'gold_NOUN', 'we_PRON', 'though_SCONJ', 'that_SCONJ', 'on_ADV'};59;{'very_ADJ', 'silver_NOUN', 'blooded_ADJ', 'was_AUX', 'their_DET', 'gasping_NOUN'}
923;"['The_DET', 'Grocers_NOUN', ""'_PUNCT"", '!_PUNCT']";4;{'Grocers_PROPN'};4;"{'Grocers_PROPN', ""'!_PUNCT""}";3;
924;"['oh_INTJ', ',_PUNCT', 'the_DET', 'Grocers_PROPN', ""'_PUNCT"", '!_PUNCT']";6;;6;"{""'!_PUNCT""}";5;
925;"['nearly_ADV', 'closed_ADJ', ',_PUNCT', 'with_ADP', 'perhaps_ADV', 'two_NUM', 'shutters_NOUN', 'down_ADV', ',_PUNCT', 'or_CCONJ', 'one_NUM', ';_PUNCT', 'but_CCONJ', 'through_ADP', 'those_DET', 'gaps_NOUN', 'such_ADJ', 'glimpses_NOUN', '!_PUNCT']";19;{'down_ADP'};19;{'closed_VERB'};19;{'down_ADP'}
926;['It_PRON', 'was_VERB', 'not_ADV', 'alone_ADJ', 'that_ADP', 'the_DET', 'scales_NOUN', 'descending_VERB', 'on_ADP', 'the_DET', 'counter_NOUN', 'made_VERB', 'a_DET', 'merry_ADJ', 'sound_NOUN', ',_PUNCT', 'or_CCONJ', 'that_ADP', 'the_DET', 'twine_NOUN', 'and_CCONJ', 'roller_NOUN', 'parted_VERB', 'company_NOUN', 'so_ADV', 'briskly_ADV', ',_PUNCT', 'or_CCONJ', 'that_ADP', 'the_DET', 'canisters_NOUN', 'were_VERB', 'rattled_VERB', 'up_ADP', 'and_CCONJ', 'down_ADV', 'like_ADP', 'juggling_VERB', 'tricks_NOUN', ',_PUNCT', 'or_CCONJ', 'even_ADV', 'that_ADP', 'the_DET', 'blended_VERB', 'scents_NOUN', 'of_ADP', 'tea_NOUN', 'and_CCONJ', 'coffee_NOUN', 'were_VERB', 'so_ADV', 'grateful_ADJ', 'to_ADP', 'the_DET', 'nose_NOUN', ',_PUNCT', 'or_CCONJ', 'even_ADV', 'that_ADP', 'the_DET', 'raisins_NOUN', 'were_VERB', 'so_ADV', 'plentiful_ADJ', 'and_CCONJ', 'rare_ADJ', ',_PUNCT', 'the_DET', 'almonds_NOUN', 'so_ADV', 'extremely_ADV', 'white_ADJ', ',_PUNCT', 'the_DET', 'sticks_NOUN', 'of_ADP', 'cinnamon_NOUN', 'so_ADV', 'long_ADJ', 'and_CCONJ', 'straight_ADJ', ',_PUNCT', 'the_DET', 'other_ADJ', 'spices_NOUN', 'so_ADV', 'delicious_ADJ', ',_PUNCT', 'the_DET', 'candied_ADJ', 'fruits_NOUN', 'so_ADV', 'caked_VERB', 'and_CCONJ', 'spotted_VERB', 'with_ADP', 'molten_ADJ', 'sugar_NOUN', 'as_ADP', 'to_PART', 'make_VERB', 'the_DET', 'coldest_ADJ', 'lookers-on_ADJ', 'feel_NOUN', 'faint_ADJ', ',_PUNCT', 'and_CCONJ', 'subsequently_ADV', 'bilious_ADJ', '._PUNCT'];112;{'were_AUX', 'merry_NOUN', 'feel_VERB', 'as_SCONJ', 'not_PART', 'long_ADV', 'juggling_NOUN', 'was_AUX', '-_PUNCT', 'blended_ADJ', 'alone_ADV', 'candied_VERB', 'like_SCONJ', 'lookers_NOUN', 'that_SCONJ'};114;{'were_AUX', 'feel_VERB', 'as_SCONJ', 'not_PART', 'long_ADV', '-_PUNCT', 'was_AUX', 'molten_NOUN', 'that_SCONJ', 'lookers_NOUN'};114;{'merry_NOUN', 'juggling_NOUN', 'blended_ADJ', 'alone_ADV', 'candied_VERB', 'like_SCONJ'}
927;"['Nor_CCONJ', 'was_VERB', 'it_PRON', 'that_ADP', 'the_DET', 'figs_NOUN', 'were_VERB', 'moist_ADJ', 'and_CCONJ', 'pulpy_ADJ', ',_PUNCT', 'or_CCONJ', 'that_ADP', 'the_DET', 'French_ADJ', 'plums_NOUN', 'blushed_VERB', 'in_ADP', 'modest_ADJ', 'tartness_NOUN', 'from_ADP', 'their_PRON', 'highly-decorated_ADJ', 'boxes_NOUN', ',_PUNCT', 'or_CCONJ', 'that_ADP', 'everything_NOUN', 'was_VERB', 'good_ADJ', 'to_PART', 'eat_VERB', 'and_CCONJ', 'in_ADP', 'its_PRON', 'Christmas_PROPN', 'dress_NOUN', ';_PUNCT', 'but_CCONJ', 'the_DET', 'customers_NOUN', 'were_VERB', 'all_ADV', 'so_ADV', 'hurried_ADJ', 'and_CCONJ', 'so_ADV', 'eager_ADJ', 'in_ADP', 'the_DET', 'hopeful_ADJ', 'promise_NOUN', 'of_ADP', 'the_DET', 'day_NOUN', ',_PUNCT', 'that_ADP', 'they_PRON', 'tumbled_VERB', 'up_ADP', 'against_ADP', 'each_DET', 'other_ADJ', 'at_ADP', 'the_DET', 'door_NOUN', ',_PUNCT', 'crashing_VERB', 'their_PRON', 'wicker_NOUN', 'baskets_NOUN', 'wildly_ADV', ',_PUNCT', 'and_CCONJ', 'left_VERB', 'their_PRON', 'purchases_NOUN', 'upon_ADP', 'the_DET', 'counter_NOUN', ',_PUNCT', 'and_CCONJ', 'came_VERB', 'running_VERB', 'back_ADV', 'to_PART', 'fetch_VERB', 'them_PRON', ',_PUNCT', 'and_CCONJ', 'committed_VERB', 'hundreds_NOUN', 'of_ADP', 'the_DET', 'like_ADJ', 'mistakes_NOUN', ',_PUNCT', 'in_ADP', 'the_DET', 'best_ADJ', 'humour_NOUN', 'possible_ADJ', ';_PUNCT', 'while_ADP', 'the_DET', 'Grocer_PROPN', 'and_CCONJ', 'his_PRON', 'people_NOUN', 'were_VERB', 'so_ADV', 'frank_ADJ', 'and_CCONJ', 'fresh_ADJ', ',_PUNCT', 'that_ADP', 'the_DET', 'polished_ADJ', 'hearts_NOUN', 'with_ADP', 'which_PRON', 'they_PRON', 'fastened_VERB', 'their_PRON', 'aprons_NOUN', 'behind_ADV', 'might_AUX', 'have_VERB', 'been_VERB', 'their_PRON', 'own_ADJ', ',_PUNCT', 'worn_VERB', 'outside_ADV', 'for_ADP', 'general_ADJ', 'inspection_NOUN', ',_PUNCT', 'and_CCONJ', 'for_ADP', 'Christmas_PROPN', 'daws_NOUN', 'to_PART', 'peck_VERB', 'at_ADP', 'if_ADP', 'they_PRON', 'chose_VERB', '._PUNCT']";149;{'if_SCONJ', 'were_AUX', 'his_DET', 'all_DET', 'decorated_VERB', 'that_SCONJ', '-_PUNCT', 'was_AUX', 'highly_ADV', 'their_DET', 'been_AUX', 'upon_SCONJ', 'have_AUX', 'which_DET', 'everything_PRON', 'its_DET', 'might_VERB', 'while_SCONJ'};151;{'hurried_VERB', 'if_SCONJ', 'were_AUX', 'decorated_VERB', 'that_SCONJ', '-_PUNCT', 'was_AUX', 'polished_VERB', 'at_SCONJ', 'highly_ADV', 'been_AUX', 'for_SCONJ', 'everything_PRON', 'have_AUX', 'while_SCONJ'};151;{'his_DET', 'all_DET', 'their_DET', 'upon_SCONJ', 'which_DET', 'its_DET', 'might_VERB'}
928;['But_CCONJ', 'soon_ADV', 'the_DET', 'steeples_NOUN', 'called_VERB', 'good_ADJ', 'people_NOUN', 'all_DET', 'to_ADP', 'church_NOUN', 'and_CCONJ', 'chapel_NOUN', ',_PUNCT', 'and_CCONJ', 'away_ADV', 'they_PRON', 'came_VERB', ',_PUNCT', 'flocking_VERB', 'through_ADP', 'the_DET', 'streets_NOUN', 'in_ADP', 'their_PRON', 'best_ADJ', 'clothes_NOUN', ',_PUNCT', 'and_CCONJ', 'with_ADP', 'their_PRON', 'gayest_ADJ', 'faces_NOUN', '._PUNCT'];33;{'all_ADV', 'their_DET'};33;;33;{'all_ADV', 'their_DET'}
929;"['And_CCONJ', 'at_ADP', 'the_DET', 'same_ADJ', 'time_NOUN', 'there_ADV', 'emerged_VERB', ',_PUNCT', 'from_ADP', 'scores_NOUN', 'of_ADP', 'by-streets_NOUN', ',_PUNCT', 'lanes_NOUN', ',_PUNCT', 'and_CCONJ', 'nameless_ADJ', 'turnings_NOUN', ',_PUNCT', 'innumerable_ADJ', 'people_NOUN', ',_PUNCT', 'carrying_VERB', 'their_PRON', 'dinners_NOUN', 'to_ADP', 'the_DET', ""bakers'_ADJ"", 'shops_NOUN', '._PUNCT']";30;"{'bakers_NOUN', 'by_NOUN', '-_PUNCT', 'their_DET', ""'_PART"", 'streets_NOUN'}";33;"{'bakers_NOUN', 'there_PRON', '-_PUNCT', ""'_PART"", 'streets_NOUN', 'by_ADP'}";33;{'their_DET', 'by_NOUN'}
930;"['The_DET', 'sight_NOUN', 'of_ADP', 'these_DET', 'poor_ADJ', 'revellers_NOUN', 'appeared_VERB', 'to_PART', 'interest_VERB', 'the_DET', 'Spirit_PROPN', 'very_ADV', 'much_ADV', ',_PUNCT', 'for_ADP', 'he_PRON', 'stood_VERB', 'with_ADP', 'Scrooge_PROPN', 'beside_ADP', 'him_PRON', 'in_ADP', 'a_DET', 'baker_NOUN', ""'s_PART"", 'doorway_NOUN', ',_PUNCT', 'and_CCONJ', ',_PUNCT', 'taking_VERB', 'off_ADP', 'the_DET', 'covers_NOUN', 'as_ADP', 'their_PRON', 'bearers_NOUN', 'passed_VERB', ',_PUNCT', 'sprinkled_VERB', 'incense_NOUN', 'on_ADP', 'their_PRON', 'dinners_NOUN', 'from_ADP', 'his_PRON', 'torch_NOUN', '._PUNCT']";47;{'sprinkled_ADJ', 'their_DET', 'his_DET', 'as_SCONJ'};47;{'for_SCONJ', 'as_SCONJ'};47;{'sprinkled_ADJ', 'his_DET', 'their_DET'}
931;['And_CCONJ', 'it_PRON', 'was_VERB', 'a_DET', 'very_ADV', 'uncommon_ADJ', 'kind_NOUN', 'of_ADP', 'torch_NOUN', ',_PUNCT', 'for_ADP', 'once_ADV', 'or_CCONJ', 'twice_ADV', ',_PUNCT', 'when_ADV', 'there_PRON', 'were_VERB', 'angry_ADJ', 'words_NOUN', 'between_ADP', 'some_DET', 'dinner-carriers_NOUN', 'who_PRON', 'had_VERB', 'jostled_VERB', 'each_DET', 'other_ADJ', ',_PUNCT', 'he_PRON', 'shed_VERB', 'a_DET', 'few_ADJ', 'drops_NOUN', 'of_ADP', 'water_NOUN', 'on_ADP', 'them_PRON', 'from_ADP', 'it_PRON', ',_PUNCT', 'and_CCONJ', 'their_PRON', 'good-humour_NOUN', 'was_VERB', 'restored_VERB', 'directly_ADV', '._PUNCT'];48;{'were_AUX', 'humour_NOUN', 'had_AUX', '-_PUNCT', 'was_AUX', 'good_ADJ', 'carriers_NOUN', 'their_DET', 'dinner_NOUN', 'there_ADV'};52;{'humour_NOUN', '-_PUNCT', 'was_AUX', 'good_ADJ', 'had_AUX'};50;{'were_AUX', 'their_DET', 'carriers_NOUN', 'dinner_NOUN', 'there_ADV'}
932;['For_ADP', 'they_PRON', 'said_VERB', ',_PUNCT', 'it_PRON', 'was_VERB', 'a_DET', 'shame_NOUN', 'to_PART', 'quarrel_VERB', 'upon_ADP', 'Christmas-day_PROPN', '._PUNCT'];13;{'Christmas_PROPN', 'to_ADP', 'day_NOUN', '-_PUNCT', 'was_AUX', 'upon_SCONJ'};15;{'Christmas_PROPN', 'day_NOUN', '-_PUNCT', 'was_AUX', 'For_SCONJ'};15;{'to_ADP', 'upon_SCONJ'}
933;['And_CCONJ', 'so_ADV', 'it_PRON', 'was_VERB', '!_PUNCT'];5;{'was_AUX'};5;{'was_AUX'};5;
934;['God_PROPN', 'love_VERB', 'it_PRON', ',_PUNCT', 'so_ADV', 'it_PRON', 'was_VERB', '!_PUNCT'];8;{'was_AUX'};8;{'was_AUX'};8;
935;"['In_ADP', 'time_NOUN', 'the_DET', 'bells_NOUN', 'ceased_VERB', ',_PUNCT', 'and_CCONJ', 'the_DET', 'bakers_NOUN', 'were_VERB', 'shut_VERB', 'up_ADP', ';_PUNCT', 'and_CCONJ', 'yet_ADV', 'there_PRON', 'was_VERB', 'a_DET', 'genial_ADJ', 'shadowing_VERB', 'forth_ADV', 'of_ADP', 'all_DET', 'these_DET', 'dinners_NOUN', ',_PUNCT', 'and_CCONJ', 'the_DET', 'progress_NOUN', 'of_ADP', 'their_PRON', 'cooking_NOUN', ',_PUNCT', 'in_ADP', 'the_DET', 'thawed_ADJ', 'blotch_NOUN', 'of_ADP', 'wet_NOUN', 'above_ADP', 'each_DET', 'baker_NOUN', ""'s_PART"", 'oven_NOUN', ';_PUNCT', 'where_ADV', 'the_DET', 'pavement_NOUN', 'smoked_VERB', 'as_ADP', 'if_ADP', 'its_PRON', 'stones_NOUN', 'were_VERB', 'cooking_VERB', 'too_ADV', '._PUNCT']";57;{'if_SCONJ', 'were_AUX', 'as_SCONJ', 'was_AUX', 'their_DET', 'wet_ADJ', 'its_DET', 'baker_PROPN'};57;{'thawed_VERB', 'if_SCONJ', 'were_AUX', 'as_SCONJ', 's_PART', 'yet_CCONJ', 'forth_NOUN', 'it_PRON'};58;{'was_AUX', 'their_DET', 'wet_ADJ', 'its_DET', 'baker_PROPN'}
936;"['""_PUNCT', 'Is_VERB', 'there_PRON', 'a_DET', 'peculiar_ADJ', 'flavour_NOUN', 'in_ADP', 'what_PRON', 'you_PRON', 'sprinkle_VERB', 'from_ADP', 'your_PRON', 'torch_NOUN', '?_PUNCT', '""_PUNCT']";15;{'Is_AUX', 'your_DET'};15;{'in_SCONJ'};15;{'Is_AUX', 'your_DET'}
937;['asked_VERB', 'Scrooge_PROPN', '._PUNCT'];3;;3;;3;
938;"['""_PUNCT', 'There_PRON', 'is_VERB', '._PUNCT']";4;{'is_AUX'};4;;4;{'is_AUX'}
939;"['My_PRON', 'own_ADJ', '._PUNCT', '""_PUNCT']";4;{'My_DET'};4;;4;{'My_DET'}
940;"['""_PUNCT', 'Would_AUX', 'it_PRON', 'apply_VERB', 'to_ADP', 'any_DET', 'kind_NOUN', 'of_ADP', 'dinner_NOUN', 'on_ADP', 'this_DET', 'day_NOUN', '?_PUNCT', '""_PUNCT']";14;{'Would_VERB'};14;;14;{'Would_VERB'}
941;['asked_VERB', 'Scrooge_PROPN', '._PUNCT'];3;;3;;3;
942;"['""_PUNCT', 'To_ADP', 'any_DET', 'kindly_ADV', 'given_VERB', '._PUNCT']";6;;6;;6;
943;"['To_ADP', 'a_DET', 'poor_ADJ', 'one_NOUN', 'most_ADV', '._PUNCT', '""_PUNCT']";7;;7;{'most_ADJ'};7;
944;"['""_PUNCT', 'Why_ADV', 'to_ADP', 'a_DET', 'poor_ADJ', 'one_NOUN', 'most_ADV', '?_PUNCT', '""_PUNCT']";9;;9;{'most_ADJ'};9;
945;['asked_VERB', 'Scrooge_PROPN', '._PUNCT'];3;;3;;3;
946;"['""_PUNCT', 'Because_ADP', 'it_PRON', 'needs_VERB', 'it_PRON', 'most_ADV', '._PUNCT', '""_PUNCT']";8;{'Because_SCONJ'};8;{'most_ADJ', 'Because_SCONJ'};8;
947;"['""_PUNCT', 'Spirit_NOUN', '!_PUNCT', '""_PUNCT']";4;{'Spirit_PROPN'};4;;4;{'Spirit_PROPN'}
948;"['said_VERB', 'Scrooge_PROPN', 'after_ADP', 'a_DET', 'moment_NOUN', ""'s_PART"", 'thought_NOUN', '._PUNCT']";8;;8;;8;
949;"['""_PUNCT', 'I_PRON', 'wonder_VERB', 'you_PRON', ',_PUNCT', 'of_ADP', 'all_DET', 'the_DET', 'beings_NOUN', 'in_ADP', 'the_DET', 'many_ADJ', 'worlds_NOUN', 'about_ADP', 'us_PRON', ',_PUNCT', 'should_AUX', 'desire_VERB', 'to_PART', 'cramp_VERB', 'these_DET', 'people_NOUN', ""'s_PART"", 'opportunities_NOUN', 'of_ADP', 'innocent_ADJ', 'enjoyment_NOUN', '._PUNCT', '""_PUNCT']";29;{'should_VERB'};29;;29;{'should_VERB'}
950;"['""_PUNCT', 'I_PRON', '!_PUNCT', '""_PUNCT']";4;;4;;4;
951;['cried_VERB', 'the_DET', 'Spirit_PROPN', '._PUNCT'];4;;4;{'Spirit_NOUN'};4;
952;"['""_PUNCT', 'You_PRON', 'would_AUX', 'deprive_VERB', 'them_PRON', 'of_ADP', 'their_PRON', 'means_NOUN', 'of_ADP', 'dining_VERB', 'every_DET', 'seventh_ADJ', 'day_NOUN', ',_PUNCT', 'often_ADV', 'the_DET', 'only_ADJ', 'day_NOUN', 'on_ADP', 'which_PRON', 'they_PRON', 'can_AUX', 'be_VERB', 'said_VERB', 'to_PART', 'dine_VERB', 'at_ADV', 'all_ADV', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', ';_PUNCT', '""_PUNCT', 'would_AUX', ""n't_ADV"", 'you_PRON', '?_PUNCT', '""_PUNCT']";38;"{'can_VERB', 'be_AUX', ""n't_PART"", 'their_DET', 'which_DET', 'would_VERB'}";39;"{""n't_PART"", 'be_AUX', 'of_SCONJ'}";39;{'can_VERB', 'would_VERB', 'their_DET', 'which_DET'}
953;"['""_PUNCT', 'I_PRON', '!_PUNCT', '""_PUNCT']";4;;4;;4;
954;['cried_VERB', 'the_DET', 'Spirit_PROPN', '._PUNCT'];4;;4;{'Spirit_NOUN'};4;
955;"['""_PUNCT', 'You_PRON', 'seek_VERB', 'to_PART', 'close_VERB', 'these_DET', 'places_NOUN', 'on_ADP', 'the_DET', 'Seventh_PROPN', 'Day_PROPN', ',""_PUNCT', 'said_VERB', 'Scrooge_PROPN', '._PUNCT']";15;{',_PUNCT'};16;{',_PUNCT'};16;
956;"['""_PUNCT', 'And_CCONJ', 'it_PRON', 'comes_VERB', 'to_ADP', 'the_DET', 'same_ADJ', 'thing_NOUN', '._PUNCT', '""_PUNCT']";10;;10;;10;
957;"['""__PUNCT', 'I_PRON', '__SYM', 'seek_VERB', '!_PUNCT', '""_PUNCT']";6;{'__PROPN', '__VERB'};7;{'I__INTJ'};6;{'__PROPN', '__VERB'}
958;['exclaimed_VERB', 'the_DET', 'Spirit_PROPN', '._PUNCT'];4;;4;{'Spirit_NOUN'};4;
